Interval (MS Excel Serial Value),Description,Device,OvrFd In,OvrFd Off,In Abnd,In Ans,In,Max Wait (Seconds Value),Avg Wait (Seconds Value),Avg In Ans (Seconds Value),Avg Abnd (Seconds Value),% Svc (Other Value),Tot Tlk (Seconds Value),Adv,Att Ret Abnd,Avg Answer (Other Value),Abnd After EM,Abnd Before EM,End On-Hold,Esc,Esc To,In Abnd Unique,Max Concr,Out Ans,Out,Out Fail,All Ans,All,UnMon,Trans In,Unrtrnd,Ans <= 15s,Abnd <= 60s,Max Call (Seconds Value),Max Held (Seconds Value),Max Talk (Seconds Value),Tot Call (Seconds Value),Tot Held (Seconds Value),Tot Rng (Seconds Value),Avg Call (Seconds Value),Avg Held (Seconds Value),Avg Rng (In/Out) (Seconds Value),Avg Tlk (Seconds Value),Alerting (Seconds Value),Available (Seconds Value),Busy (Seconds Value),Handling (Seconds Value),N/A (Seconds Value)
46023.20833333334,Call Queue 03,441733372731.0,0.0,0.0,0.0,13.0,13.0,171.52348690032534,25.62521623576089,26.887168942421667,20.833249793399542,7.6923076923076925,4310.750229773353,1.0,0.0,26.887168942421667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,1.0,0.0,953.2063339292318,31.034352806182678,914.0459624723079,4530.194259031552,166.11312176204544,53.3309074961543,348.47648146396557,12.777932443234265,4.102377499704177,331.59617152102714,43.807282185644965,2144.7030844012343,4793.785591226276,4749.978309040631,261.5113243724904
46023.20833333334,Call Queue 04,441733372734.0,0.0,0.0,0.0,4.0,4.0,10.0,2.8728218275961854,2.824464628844725,2.6255335971507736,75.0,1704.2976512952314,0.0,0.0,2.824464628844725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,1242.868254966593,143.65020279830344,1089.10052414285,1855.1496652825692,117.28135620120995,33.57065778612778,463.7874163206423,29.320339050302486,8.392664446531946,426.07441282380785,20.39590976016315,11124.228567218475,2023.6056568594618,2003.2097470992985,1252.1657759220639
46023.20833333334,Call queue 02,441733372735.0,0.0,0.0,0.0,5.0,5.0,47.55917977738222,13.402005724805225,13.136055256367014,11.919479188054028,60.0,1126.5849077496662,0.0,0.0,13.136055256367014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,3.0,0.0,599.2029992648888,53.496275113152194,536.4877610959787,1269.9935654870303,124.4671143901271,18.941543347237257,253.99871309740607,24.89342287802542,3.788308669447451,225.31698154993322,25.656939770516853,8955.383974010401,1303.1941951527738,1277.537255382257,541.4218308368249
46023.20833333334,Call Queue 05,441733372739.0,0.0,0.0,2.0,13.0,15.0,85.78305514663461,17.90208883677729,17.124203587341317,10.5377811651153,61.53846153846154,3402.923631268953,1.0,0.0,17.124203587341317,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,13.0,15.0,0.0,0.0,1.0,8.0,2.0,975.7282509190527,52.23798234615594,907.1941809277356,3738.3960986502407,237.08949758820097,98.38296979308694,287.5689306654031,18.237653660630844,7.567920753314381,261.76335625145794,73.00277673870295,6377.070400080453,3882.3429562449182,3809.3401795062155,540.5866436746289
46023.25,Call Queue 03,441733372731.0,0.0,0.0,1.0,12.0,13.0,73.20001526745766,12.29246202340326,10.577694429226655,9.92048438082824,75.0,1560.8255522610048,0.0,0.0,10.577694429226655,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,13.0,14.0,0.0,0.0,0.0,9.0,1.0,497.9759920747574,150.81241977516146,338.70200842515175,1953.2016707559874,341.3908253598953,55.23406756301117,162.76680589633227,28.44923544665794,4.248774427923936,130.0687960217504,51.45108703683074,8136.623847037019,2062.0995820013554,2010.6484949645246,601.2765709616248
46023.25,Call Queue 04,441733372734.0,0.0,0.0,0.0,11.0,11.0,51.333427800987174,7.436095370004062,7.869845374326573,6.728393353394716,100.0,1427.667237251629,0.0,0.0,7.869845374326573,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,11.0,0.0,609.1620676345839,89.81466244345377,509.54290904537356,1704.2285626328292,231.5505470877176,45.01077829348221,154.9298693302572,21.050049735247054,4.09188893577111,129.787930659239,54.52044108253099,14516.36288807008,1790.1253211054243,1735.6048800228932,1693.5117908244963
46023.25,Call queue 02,441733372735.0,0.0,0.0,0.0,5.0,5.0,47.6564890415192,10.153705821592595,10.160467771147136,7.1141970762253735,100.0,1258.2314372014425,0.0,0.0,10.160467771147136,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,803.368845519279,172.78843298351288,615.0612369441993,1707.1336419673444,416.5646216822863,32.3375830836157,341.42672839346886,83.31292433645726,6.467516616723139,251.64628744028852,25.851342874568456,11805.792721608399,1734.4365250283804,1708.585182153812,859.7707533632207
46023.25,Call Queue 05,441733372739.0,0.0,0.0,2.0,15.0,17.0,81.95616085296382,13.539451450855331,13.599502922121562,7.611989602910203,53.333333333333336,3992.2889793222753,1.0,0.0,13.599502922121562,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,15.0,17.0,0.0,0.0,0.0,8.0,1.0,778.8608368921715,57.416020513750716,710.6195821734115,4398.715082546484,338.607545682594,67.8185575416153,293.2476721697656,22.573836378839598,4.5212371694410205,266.152598621485,49.073792808738,9069.20870773132,4487.574462659184,4438.500669850446,843.2168296094954
46023.29166666666,Call Queue 03,441733372731.0,0.0,0.0,0.0,9.0,9.0,48.27663164008278,11.706801000953487,11.758679175693485,7.023490552480059,66.66666666666666,1360.1000965258402,0.0,0.0,11.758679175693485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,1.0,6.0,0.0,622.7375005895087,98.36518732988269,506.9794344519935,1667.3575941087047,230.4786223250789,76.7788752577857,185.2619549009672,25.608735813897656,8.530986139753967,151.12223294731558,49.39003737354127,8263.916104329839,1798.8592581035646,1749.4692207300234,737.2246375665968
46023.29166666666,Call Queue 04,441733372734.0,0.0,0.0,0.0,14.0,14.0,49.077054058285924,6.882781840065636,6.937583940507848,4.604656497617157,64.28571428571429,3890.2304688177,0.0,0.0,6.937583940507848,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,14.0,1.0,0.0,0.0,9.0,0.0,787.5643880267929,98.75131524595464,670.4849799538422,4357.882828771442,363.5171565426764,104.13520341106604,311.2773449122459,25.965511181619743,7.438228815076146,277.87360491555,55.98357224976521,12656.364396292258,4472.512557458365,4416.5289852086,871.1230462493781
46023.29166666666,Call queue 02,441733372735.0,0.0,0.0,0.0,8.0,8.0,58.593695341964604,7.821974276402548,8.22844104939026,4.610486976637849,50.0,1643.2900417404494,0.0,0.0,8.22844104939026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,1.0,0.0,4.0,0.0,899.6347702437616,312.6369068886471,573.3483896585785,2221.920389545468,501.8398658089115,76.79048199610725,277.7400486931835,62.72998322611394,9.598810249513406,205.41125521755617,41.229675070919285,10858.303916747893,2336.557037226402,2295.3273621554827,1205.139046025706
46023.29166666666,Call Queue 05,441733372739.0,0.0,0.0,1.0,18.0,19.0,128.83421778803094,19.704166024321808,19.7373421455368,15.707787125358095,72.22222222222221,2591.7132970759144,0.0,0.0,19.7373421455368,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,18.0,19.0,0.0,0.0,0.0,13.0,1.0,459.04610160658586,146.90715784022586,295.95522445889065,3490.4850912535867,761.4996602595563,137.27213391811608,193.91583840297704,42.305536681086465,7.62622966211756,143.984072059773,90.72436281328363,9549.553589172247,3640.331052529231,3549.606689715947,1210.115358298523
46023.33333333334,Call Queue 03,441733372731.0,0.0,0.0,1.0,30.0,31.0,82.06772262665109,20.98442030508748,21.56505471848145,18.222156915830734,50.0,6647.499124434555,1.0,1.0,21.56505471848145,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,30.0,31.0,0.0,0.0,1.0,15.0,0.0,1014.0436760655442,119.57724397531187,868.4155814208524,7667.018530855836,648.6490167514119,370.87038966986853,255.5672843618612,21.621633891713728,12.362346322328952,221.5833041478185,120.77747037859746,8996.178425390332,8054.072817977965,7933.295347599368,949.7487566317031
46023.33333333334,Call Queue 04,441733372734.0,0.0,0.0,0.0,15.0,15.0,75.64143696764111,13.9784722893733,13.427028788004721,11.692700010818237,80.0,5150.129019536644,0.0,0.0,13.427028788004721,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,12.0,0.0,1411.6121719352782,85.08454958970387,1314.6926901647466,5583.280688135815,359.03141935472127,74.12024924445075,372.21871254238766,23.935427956981417,4.94134994963005,343.3419346357762,89.80677093209121,18375.939610364145,6056.47227185815,5966.6655009260585,767.5881177777032
46023.33333333334,Call queue 02,441733372735.0,0.0,0.0,0.0,4.0,4.0,65.86925313998711,11.268053384359778,9.815860114679978,7.353973264232019,75.0,396.6980955095159,0.0,0.0,9.815860114679978,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,366.6905799070549,102.46599760665043,256.4393829682906,536.3690688797027,127.12425517880078,12.546718191386018,134.09226721992567,31.781063794700195,3.1366795478465046,99.17452387737897,16.057835930230045,23758.872248566528,572.1835401394394,556.1257042092094,868.9442112940359
46023.33333333334,Call Queue 05,441733372739.0,0.0,0.0,0.0,23.0,23.0,104.19513352107766,15.444147874839784,15.301408048548113,12.025867354877631,60.86956521739131,4404.801125276363,1.0,0.0,15.301408048548113,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,14.0,0.0,632.6795585744405,152.9678388021201,451.61413343672325,5292.191871465907,619.3884043016812,279.6546176221182,230.09529875938725,26.92993062181223,11.652275734254927,191.51309240332012,74.60279926505964,18891.62269626908,5536.710304745266,5462.107505480206,771.6669989856541
46023.375,Call Queue 03,441733372731.0,0.0,0.0,1.0,21.0,22.0,95.13571814526351,20.638826717147488,22.557808112109647,15.206638680893255,57.14285714285714,3873.2304055707336,1.0,0.0,22.557808112109647,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,22.0,23.0,0.0,0.0,0.0,12.0,1.0,849.918329719944,184.20520478451638,655.7319090400658,5229.977855267909,1199.6642840102195,164.5633164339531,249.04656453656708,57.12687066715331,7.480150746997869,184.4395431224159,89.93447912278745,14115.084495811754,5687.295206360237,5597.360727237449,1797.6202978280087
46023.375,Call Queue 04,441733372734.0,0.0,0.0,0.0,24.0,24.0,58.66862097809358,13.706407269393686,13.233099696079382,8.984320554505397,58.333333333333336,6617.695030035722,1.0,0.0,13.233099696079382,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,25.0,25.0,1.0,3.0,0.0,14.0,0.0,1179.7908852122087,157.3447087843063,1005.7332874514337,7915.162381241938,1035.3303192301314,273.05940830842155,329.79843255174745,43.13876330125547,10.922376332336862,275.7372929181551,88.023177530998,21732.019008790216,8300.069697000294,8212.046519469295,2367.911294209491
46023.375,Call queue 02,441733372735.0,0.0,0.0,0.0,16.0,16.0,60.03715493838042,13.31126619640077,11.356576783727915,12.180005122286781,62.5,3958.7298318796147,0.0,0.0,11.356576783727915,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,16.0,2.0,0.0,0.0,10.0,0.0,649.3168380503377,46.663282854288845,597.0021105729985,4203.683510843946,190.31927627943708,54.63440268489463,262.73021942774665,11.894954767464817,3.4146501678059145,247.42061449247592,72.44248987104956,22887.24601219514,4594.229147718556,4521.786657847507,1318.5248400863022
46023.375,Call Queue 05,441733372739.0,0.0,0.0,1.0,41.0,42.0,61.35685899291444,8.609876436947111,8.12818082816869,6.959962949174246,73.17073170731707,4928.8997763732095,0.0,0.0,8.12818082816869,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,41.0,42.0,0.0,1.0,0.0,30.0,1.0,469.94281342479565,128.92727611430664,329.236055523891,6495.585464188223,1247.6618434059505,319.02384440906354,158.42891376068837,30.43077666843782,7.781069375830818,120.21706771641975,187.91696794511742,20772.380632799923,7111.159868930707,6923.24290098559,916.4594982693693
46023.41666666666,Call Queue 03,441733372731.0,0.0,0.0,0.0,30.0,30.0,168.9536475762451,25.112714669970114,22.260934883725774,17.068067616945957,63.33333333333333,6496.266400230887,0.0,0.0,22.260934883725774,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,31.0,31.0,0.0,1.0,0.0,19.0,0.0,734.5457611965278,75.05796603376454,643.6338745897087,7293.460733005883,499.26276386258957,307.8626212094886,243.1153577668628,16.642092128752985,9.931052297080278,216.54221334102954,144.02259835522804,12614.619483074672,7856.71917176218,7712.696573406952,1128.6613451631479
46023.41666666666,Call Queue 04,441733372734.0,0.0,0.0,3.0,33.0,36.0,75.42889426612278,13.63337783639495,14.985322474186455,8.780417871164158,66.66666666666666,9650.527840226378,1.0,0.0,14.985322474186455,0.0,3.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,33.0,36.0,0.0,1.0,0.0,22.0,3.0,1234.0975895312922,109.36287029668344,1098.7754422821113,11023.913998781027,946.6464587341297,426.73969982052034,334.05799996306143,28.68625632527666,12.931506055167283,292.4402375826175,116.63178545484925,18383.74430281682,11927.086703419902,11810.454917965053,2089.168993763277
46023.41666666666,Call queue 02,441733372735.0,0.0,0.0,1.0,13.0,14.0,34.40900244805371,7.975341396070231,8.683887927405125,6.907828669276053,92.3076923076923,2018.1837822529205,0.0,0.0,8.683887927405125,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,13.0,14.0,0.0,1.0,0.0,12.0,0.0,629.413534512353,117.52285182450778,505.4580624256324,2538.8846873617736,460.6174107438562,60.08349436499715,195.29882210475182,35.43210851875817,4.6218072588459345,155.24490632714773,46.67770367119852,23956.03968480236,2770.5313961763386,2723.85369250514,2073.4289190213003
46023.41666666666,Call Queue 05,441733372739.0,0.0,0.0,2.0,34.0,36.0,44.22586049781036,9.706174801631718,10.540992556477178,8.817206961984942,73.52941176470588,10140.56401303885,1.0,0.0,10.540992556477178,1.0,1.0,4.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,35.0,37.0,0.0,1.0,0.0,25.0,1.0,1002.367682298673,264.47150862696446,723.4185769716537,12824.937672703523,2464.997699155604,225.82819464169032,377.2040491971625,72.499932328106,6.452234132619723,298.25188273643676,136.08378503719814,14178.111658817237,13750.457060804772,13614.373275767575,871.431280377989
